Exploratory	Year	Interviewer	Date	PlotID	EP_PlotID	LWCode	SizeManagementUnit	LanduseType	DescLanduse	LanduseIntensity	DescLanduseIntensity	Drainage	StartDrainage	WaterLogging	AllYearGrazing	StartGrazing	EndGrazing	GrazingType	Livestock1	GrazingOverNight1	StartGrazingPeriod1	EndGrazingPeriod1	Livestock2	GrazingOverNight2	StartGrazingPeriod2	EndGrazingPeriod2	Livestock3	GrazingOverNight3	StartGrazingPeriod3	EndGrazingPeriod3	Livestock4	GrazingOverNight4	StartGrazingPeriod4	EndGrazingPeriod4	Cattle6months1	Cattle6_24months1	CattlePlus2years1	SheepGoat1year1	SheepGoatPlus1year1	Pony1	Horse3years1	HorsePlus3years1	NbLivestock1	LivestockUnits1	DescLSU1	DayGrazing1	GrazingArea1	Cattle6months2	Cattle6_24months2	CattlePlus2years2	SheepGoat1year2	SheepGoatPlus1year2	Pony2	Horse3years2	HorsePlus3years2	NbLivestock2	LivestockUnits2	DescLSU2	DayGrazing2	GrazingArea2	Cattle6months3	Cattle6_24months3	CattlePlus2years3	SheepGoat1year3	SheepGoatPlus1year3	Pony3	Horse3years3	HorsePlus3years3	NbLivestock3	LivestockUnits3	DescLSU3	DayGrazing3	GrazingArea3	Cattle6months4	Cattle6_24months4	CattlePlus2years4	SheepGoat1year4	SheepGoatPlus1year4	Pony4	Horse3years4	HorsePlus3years4	NbLivestock4	LivestockUnits4	DescLSU4	DayGrazing4	GrazingArea4	SupplementaryFeeding	DescFeeding	Cuts	DateCut1	DateCut2	DateCut3	DateCut4	DateCut5	MowingType	DescMowing	ProductCut1	MowingMachine1	CutWidth_m1	CutHeight_cm1	DriveSpeed_kmh1	MowingConditioner1	TypeConditioner1	YieldMowing_dtTMha1	ProductCut2	MowingMachine2	CutWidth_m2	CutHeight_cm2	DriveSpeed_kmh2	MowingConditioner2	TypeConditioner2	YieldMowing_dtTMha2	ProductCut3	MowingMachine3	CutWidth_m3	CutHeight_cm3	DriveSpeed_kmh3	MowingConditioner3	TypeConditioner3	YieldMowing_dtTMha3	ProductCut4	MowingMachine4	CutWidth_m4	CutHeight_cm4	DriveSpeed_kmh4	MowingConditioner4	TypeConditioner4	YieldMowing_dtTMha4	ProductCut5	MowingMachine5	CutWidth_m5	CutHeight_cm5	DriveSpeed_kmh5	MowingConditioner5	TypeConditioner5	YieldMowing_dtTMha5	YieldMowingTotal_dtTMha	DescYield	Fertilization	NbFertilization	DateFertilization1	TypeFertApplication1	DateFertilization2	TypeFertApplication2	DateFertilization3	TypeFertApplication3	DateFertilization4	TypeFertApplication4	DateFertilization5	TypeFertApplication5	DateFertilization6	TypeFertApplication6	DateFertilization7	TypeFertApplication7	Manure_tha	TypeManure	Slurry_m3ha	TypeSlurry	Biogas_m3ha	Sludge_m3ha	Mash_m3ha	DescSlurryManure	ExactValOrg	NorgExact	PorgExact	KorgExact	minNitrogen_kgNha	minPhosphorus_kgPha	minPotassium_kgKha	Lime_kgCaha	Sulphur_kgSha	FertOther	DescFert	Maintenance	Leveling	DateLeveling1	DateLeveling2	DateLeveling3	Rolling	DateRolling1	DateRolling2	Mulching	DateMulching1	DateMulching2	ShrubClearanceMulch	DateScrubClMulch	ShrubClearanceSaw	DateScrubClSaw	DescMaintenance	PlantProtectionAgend	DescPPA	Seeds	DescSeeds	LanduserSince	UseSince	Intensity	DescIntensity	Agriculture1981	DescAgriculture1981	RecentLandConsolidation	DescLandConsolidation	OrganicStandards	DescOrganicStandards	AgriEnvironMeasures	DescAgriEnvironMeasures	OtherRemarks
HAI	2011	"Steffen Both"	2012-03-07	H20606	HEG19	LW330H	148.5	Weide	-1	nein	"ab 2014 Neureglung KULAP"	"keine Entwässerung"	-1	nein	nein	Mai	Dezember	Umtriebsweide	Schaf	ja	Mai	Mai	Schaf	ja	Mai	Juni	Schaf	ja	Juni	August	Schaf	ja	November	Dezember	0	0	0	324	582	0	0	0	906	74.4	-1	4	148.5	0	0	0	418	260	0	0	0	678	46.9	-1	40	148.5	0	0	0	820	520	0	0	0	1340	93	-1	39	148.5	0	0	0	0	900	0	0	0	900	90	-1	26	148.5	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1960	1960	nein	-1	nein	-1	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N 2.1.3"	-1
HAI	2011	"Steffen Both"	2012-03-13	H8302	HEG2	LW303H	19.09	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	Dezember	Dezember	Portionsweide	Schaf	ja	Dezember	Dezember	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	200	0	0	0	200	20	-1	31	19.09	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	3	2011-05-17	2011-06-29	2011-08-28	-1	-1	ja	-1	Silage	Kreiselmäher	5	8	15	ja	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 65dt/ha"	-1	ja	2	2011-03-16	NA	2011-06-07	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	136	0	0	0	0	0	"Mineral-N als KAS"	ja	1	2011-03-25	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	nein	-1	nein	-1	1992	1995	nein	-1	ja	"bis 1994"	nein	-1	nein	-1	nein	-1	-1
HAI	2011	"Steffen Both"	2012-03-08	H30205	HEG20	LW331H	48.53	Weide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	April	Oktober	Portionsweide	Schaf	ja	April	Oktober	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	161	460	0	0	0	621	54.05	-1	210	48.53	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1992	1992	nein	-1	nein	-1	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N2.1.3"	-1
HAI	2011	"Steffen Both"	2012-03-29	H30909	HEG21	LW304H	11	Weide	-1	"ja, für 5 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	Mai	Juni	Portionsweide	Schaf	ja	Mai	Juni	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	370	0	0	0	370	37	-1	23	11	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	0	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1990	1900	nein	-1	nein	"keine Angaben machbar"	nein	-1	nein	"noch nicht"	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N2.1.3"	-1
HAI	2011	"Steffen Both"	2012-03-28	H37447	HEG22	LW307H	14.6	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	September	November	Umtriebsweide	Schaf	nein	September	November	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	500	0	0	0	500	50	-1	10	14.6	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	2	2011-05-25	2011-08-20	-1	-1	-1	ja	-1	Silage	Kreiselmäher	5.5	5	12	ja	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	ja	1	2011-04-01	-1	-1	1	2011-04-01	-1	0	0	0	0	0	0	0	-1	nein	-1	nein	-1	1960	1970	nein	-1	nein	-1	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N25"	-1
HAI	2011	"Steffen Both"	2012-03-30	H20426	HEG23	LW320H	7.76	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	August	November	Dauerweide	Mutterkuh	ja	August	September	Mutterkuh	ja	November	November	-1	-1	-1	-1	-1	-1	-1	-1	38	0	44	0	0	0	0	0	82	55.4	-1	19	7.76	20	0	24	0	0	0	0	0	44	30	-1	23	7.76	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	2	2011-05-25	2011-09-10	-1	-1	-1	ja	-1	Silage	Kreiselmäher	6	15	10	nein	NA	NA	Mulch	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1971	1993	nein	-1	ja	"bis 1993"	nein	-1	ja	GÄA-Verband	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N3.1.1"	-1
HAI	2011	"Steffen Both"	2012-03-30	H20438	HEG24	LW320H	3.98	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	November	Dezember	Portionsweide	Mutterkuh	ja	November	Dezember	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	35	0	40	0	0	0	0	0	75	50.5	-1	25	3.98	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	2	2011-05-25	2011-07-26	-1	-1	-1	ja	-1	Silage	Kreiselmäher	6	15	10	nein	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1971	1993	nein	-1	nein	-1	nein	-1	ja	GÄA-Verband	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N3.1.1"	-1
HAI	2011	"Steffen Both"	2012-03-28	H37029	HEG25	LW307H	1.23	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	Juli	November	Umtriebsweide	Schaf	nein	Juli	November	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	500	0	0	0	500	50	-1	2	1.23	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	1	2011-07-01	-1	-1	-1	-1	ja	-1	Heu	Kreiselmäher	5.5	5	12	ja	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	ja	1	2011-04-01	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	nein	-1	nein	-1	1960	1970	nein	-1	nein	-1	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP N25"	-1
HAI	2011	"Steffen Both"	2012-04-20	H2815	HEG26	LW323H	11.43	Wiese	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	1	2011-06-30	-1	-1	-1	-1	ja	-1	Heu	Kreiselmäher	4.2	4	8	ja	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	20	Rind	0	-1	0	0	0	Rind	nein	0	0	0	0	0	0	0	0	0	-1	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	2007	2007	nein	-1	nein	"sollte noch einmal Nachrecherchiert werden"	nein	-1	ja	GÄA-Verband	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP L1"	-1
HAI	2011	"Steffen Both"	2012-03-15	H20121	HEG27	LW306H	5.2	Wiese	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	2	2011-06-03	2011-08-20	-1	-1	-1	ja	-1	Heu	Kreiselmäher	4	5	15	ja	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"mehr als 85 dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	70	0	0	0	0	0	"N-Düngung im März"	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Abschleppen im Frühjahr"	nein	-1	nein	-1	1991	NA	nein	-1	nein	"seit Ende 50er Jahre Weidegemeinschaft"	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP L4"	-1
HAI	2011	"Steffen Both"	2012-08-07	H20535	HEG28	LW327H	2.68	Wiese	-1	nein	"Umstellung auf ökologische Bewirtschaftung"	"keine Entwässerung"	-1	nein	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	2	2011-05-28	2011-09-15	-1	-1	-1	ja	-1	Silage	Kreiselmäher	9	8	10	ja	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"mehr als 85 dt/ha"	-1	ja	1	2011-03-08	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	81	0	0	0	0	0	"N-Gabe als KAS"	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1990	1980	nein	-1	NA	-1	nein	-1	nein	-1	nein	-1	-1
HAI	2011	"Steffen Both"	2012-08-07	H20537	HEG29	LW327H	8.38	Wiese	-1	nein	"Umstellung auf ökologische Bewirtschaftung"	"keine Entwässerung"	-1	nein	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	2	2011-05-28	2011-09-15	-1	-1	-1	ja	-1	Silage	Kreiselmäher	9	8	10	ja	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"mehr als 85 dt/ha"	-1	ja	1	2011-03-08	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	81	0	0	0	0	0	"N-Gabe als KAS"	nein	0	-1	-1	-1	0	-1	-1	0	-1	-1	-1	-1	-1	-1	-1	nein	-1	nein	-1	1990	1980	nein	-1	NA	-1	nein	-1	nein	-1	nein	-1	-1
HAI	2011	"Steffen Both"	2012-03-13	H8709	HEG3	LW303H	19.09	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	Dezember	Dezember	Portionsweide	Schaf	ja	Dezember	Dezember	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	200	0	0	0	200	20	-1	31	19.09	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	3	2011-05-17	2011-06-29	2011-08-28	-1	-1	ja	-1	Silage	Kreiselmäher	5	8	15	ja	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	Silage	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 65dt/ha"	-1	ja	2	2011-03-16	NA	2011-06-07	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	136	0	0	0	0	0	"Mineral-N als KAS"	ja	1	2011-03-25	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	nein	-1	nein	-1	2003	2003	nein	-1	ja	"bis 1994"	nein	-1	nein	-1	nein	-1	-1
HAI	2011	"Steffen Both"	2012-03-05	H20825	HEG30	LW309H	5.09	Wiese	-1	"ja, für 5 Jahre"	-1	"keine Entwässerung"	-1	nein	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	-1	-1	2	2011-05-19	2011-07-31	-1	-1	-1	ja	-1	Silage	Kreiselmäher	4.8	4	18	ja	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"mehr als 85 dt/ha"	-1	ja	3	2011-03-22	NA	2011-05-24	NA	2011-08-05	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	111	0	0	0	0	0	"Mineral-N als KAS"	ja	1	2011-03-16	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	nein	-1	nein	-1	2001	1993	nein	-1	ja	-1	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP L4"	-1
HAI	2011	"Steffen Both"	2012-03-27	H20003	HEG31	LW300H	19.49	Maehweide	-1	nein	"2012 Umstellung von gedüngt auf ungedüngt"	"keine Entwässerung"	-1	nein	nein	September	Oktober	Portionsweide	Rind	ja	September	Oktober	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	88	0	0	0	0	0	0	88	52.8	-1	21	19.49	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	2	2011-05-24	2011-08-04	-1	-1	-1	ja	-1	Silage	Kreiselmäher	8.7	5	9	ja	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"weniger als 65dt/ha"	-1	ja	1	2011-03-28	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	73.6	0	0	0	0	0	"N als 160 kg PIAGRAN"	ja	1	2011-04-01	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	nein	-1	ja	"1.4. Kleegraseinsaat"	1990	1961	nein	-1	nein	-1	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP L4; künftig 2.1.1. geplant"	-1
HAI	2011	"Steffen Both"	2012-03-15	H20106	HEG32	LW306H	21.66	Maehweide	-1	"ja, für 10 Jahre"	-1	"keine Entwässerung"	-1	nein	nein	August	September	Dauerweide	Mutterkuh	ja	August	September	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	30	30	0	0	0	0	0	60	48	-1	60	21.66	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	1	2011-06-03	-1	-1	-1	-1	ja	-1	Heu	Kreiselmäher	4	5	15	ja	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 65dt/ha"	-1	ja	1	NA	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	60	0	0	0	0	0	"N-Gabe im März"	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	"Abschleppen im Frühjahr"	nein	-1	nein	-1	1991	NA	nein	-1	nein	"seit Ende 50er Jahre Weidegemeinschaft"	nein	-1	nein	-1	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP L4"	-1
HAI	2011	"Steffen Both"	2012-08-07	H20508	HEG33	LW327H	14.57	Maehweide	-1	nein	"Umstellung auf ökologische Bewirtschaftung"	"keine Entwässerung"	-1	nein	nein	Mai	November	Portionsweide	Mutterkuh	ja	Mai	November	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	19	0	35	0	0	0	0	0	54	40.7	-1	59	14.57	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	1	2011-05-24	-1	-1	-1	-1	nein	"nur auf 7 ha auf der oberen Fläche, auf der sich auch der Plot befindet"	Silage	Kreiselmäher	9	8	10	ja	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"~ 75dt/ha"	-1	ja	1	2011-02-28	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	108	0	0	0	0	0	"N-Gabe als KAS"	ja	0	0	0	0	0	0	0	1	2011-11-30	-1	0	0	0	0	-1	nein	-1	nein	-1	1990	1980	nein	-1	NA	-1	nein	-1	nein	-1	nein	-1	-1
HAI	2011	"Steffen Both"	2012-03-08	H30402	HEG34	LW318H	22.64	Maehweide	-1	"ja, für 10 Jahre"	-1	Drainage	NA	nein	nein	Oktober	Oktober	Portionsweide	Rind	ja	Oktober	Oktober	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	0	50	0	0	0	0	0	0	50	30	-1	20	22.64	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	0	0	0	0	0	0	0	0	0	0	-1	0	0	nein	-1	2	2011-06-02	2011-08-18	-1	-1	-1	ja	-1	Heu	Kreiselmäher	6	5	20	ja	NA	NA	Heu	NA	NA	NA	NA	NA	NA	NA	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	"mehr als 85 dt/ha"	-1	nein	0	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	-1	NA	0	-1	0	-1	0	0	0	-1	-1	0	0	0	0	0	0	0	0	0	-1	ja	1	Fruehjahr	-1	-1	0	0	0	0	0	0	0	0	0	0	-1	nein	-1	nein	-1	2004	2004	nein	-1	ja	"evtl. bis zur Wende"	nein	-1	ja	Demeter	"ja, eine/mehrere Massnahme/n auf dieser Flaeche"	"KULAP A, FFH"	-1
